,Nikkiso,Osram 4.7 mW,Osram 42 mW,CIS,Stanely
Wavelength(nm),Intensity,Intensity,Intensity,Intensity,Intensity
,,,,,
741.87,1.07687E-09,1.74295E-10,7.38668E-10,-1.10915E-10,-2.11267E-11
742.47,5.70811E-10,1.90375E-10,1.26785E-09,1.58646E-10,6.34583E-11
743.08,-6.35573E-10,-3.17961E-11,7.41141E-10,-1.58981E-11,-7.41909E-11
743.68,5.09382E-10,-3.18538E-11,7.42486E-10,1.27415E-10,3.18538E-11
744.29,6.37695E-11,0,-3.18692E-10,1.4356E-10,-2.12682E-10
744.89,6.38317E-10,-4.79001E-11,8.50675E-10,-1.916E-10,2.12889E-11
745.50,8.95131E-10,7.99663E-11,1.06511E-09,-4.79798E-11,1.4927E-10
746.10,0,-7.05148E-10,1.70768E-09,1.12183E-10,3.20522E-11
746.70,3.85037E-10,2.08676E-10,4.2761E-10,1.92624E-10,-1.71221E-10
747.31,8.35768E-10,9.64877E-11,1.17807E-09,1.2865E-10,-1.17929E-10
747.91,-6.4407E-11,6.44423E-10,1.07293E-10,1.61106E-11,0
748.52,1.93649E-10,-3.22925E-11,7.52711E-10,-1.13024E-10,-3.55217E-10
749.12,3.87866E-10,3.23399E-11,-8.72274E-09,4.04249E-10,3.23399E-11
749.73,6.47786E-11,1.29628E-10,-3.23735E-10,-3.24071E-11,-1.18826E-10
750.33,8.4387E-10,2.76032E-10,1.40576E-09,1.62372E-10,1.19073E-10
750.94,-3.90297E-10,3.25426E-11,6.50178E-10,6.83395E-10,1.41018E-10
751.54,3.25803E-10,0,1.08548E-10,0,-7.60625E-11
752.15,5.87509E-10,-2.61258E-10,8.69959E-10,-2.61258E-10,-2.17715E-11
752.75,4.58069E-10,3.11003E-10,3.27032E-10,-6.54743E-11,-2.18248E-11
753.36,7.21174E-10,-9.83959E-10,-7.64509E-10,2.2959E-10,7.65301E-11
753.96,9.86418E-10,1.31595E-10,-9.85937E-10,-4.9348E-11,7.67635E-11
754.57,-2.63545E-10,0,1.97562E-09,-1.81287E-10,-3.29612E-11
755.17,2.64031E-10,1.15577E-10,-5.49797E-10,4.95331E-11,-4.62309E-10
755.78,-5.95721E-10,-1.15898E-10,5.51325E-10,-8.11288E-10,6.29162E-10
756.38,-2.65229E-10,4.97578E-11,4.41833E-10,1.65859E-11,-3.31719E-11
756.99,7.31377E-10,-1.33051E-10,-1.55065E-09,-3.32627E-11,9.9788E-11
757.59,8.67013E-10,-5.00474E-11,-7.77709E-10,1.66825E-11,1.66825E-10
758.20,-2.00604E-10,1.33809E-10,1.11392E-10,6.69047E-11,3.34523E-11
758.80,4.02388E-10,1.67754E-11,2.2344E-10,0,1.67754E-10
759.41,-1.34648E-10,3.36804E-10,1.34582E-09,2.52603E-10,-1.12268E-11
760.02,0,-6.75029E-11,-1.68582E-09,-3.37515E-11,-7.87534E-11
760.62,6.76728E-10,2.7084E-10,1.691E-09,5.07825E-11,-1.01565E-10
761.23,2.03457E-10,1.35712E-10,-3.3893E-10,0,4.52375E-10
761.83,4.0829E-09,8.51072E-11,0,-1.53193E-10,-2.26952E-11
762.44,4.77524E-10,3.92467E-10,7.95485E-10,3.07148E-10,-3.41275E-11
763.05,1.36763E-10,3.42095E-11,3.41741E-10,-5.13143E-11,2.28064E-11
763.65,4.6662E-09,-2.05975E-10,-9.14494E-10,7.5524E-10,-1.71645E-10
764.26,-6.88189E-10,-2.40998E-10,1.49035E-09,-6.88567E-11,-3.44283E-11
764.86,4.13412E-10,1.0341E-10,1.26259E-09,-1.3788E-10,-9.19198E-11
765.47,6.91409E-10,-1.72947E-11,0,6.91788E-11,-1.15298E-11
766.08,6.93307E-10,1.04053E-10,-1.15495E-10,5.20266E-11,2.31229E-11
766.68,6.95141E-11,-1.73881E-10,-3.24241E-09,-1.73881E-11,-1.04328E-10
767.29,-3.83355E-09,-1.16813E-09,1.27723E-09,1.39478E-10,1.74348E-10
767.90,5.59008E-10,5.24358E-11,4.65613E-10,5.24358E-11,1.86438E-10
768.50,-4.90437E-10,8.76261E-11,9.3371E-10,-1.22677E-10,-2.45353E-10
769.11,-2.10709E-10,0,-4.68014E-10,-1.22981E-10,-8.19874E-11
769.72,0,-1.76169E-11,-9.38597E-10,-7.04677E-11,5.87231E-11
770.32,-4.2395E-10,1.94417E-10,-4.70826E-10,7.06971E-11,5.89143E-11
770.93,-1.41613E-10,1.06268E-10,9.43624E-10,-2.12536E-10,-3.54226E-11
771.54,7.10069E-11,-7.2822E-10,2.72061E-09,-3.55229E-11,7.45982E-10
772.14,8.54827E-10,-1.60368E-10,1.18668E-10,-1.42549E-10,4.75165E-11
772.75,-3.57223E-10,-1.78709E-11,-8.33114E-10,2.68064E-10,-7.14838E-11
773.36,-1.43212E-10,1.09259E-09,9.5428E-10,7.16452E-11,-4.77635E-11
773.96,1.4358E-10,7.18296E-11,1.07633E-09,2.69361E-10,-5.9858E-10
774.57,-4.31699E-10,-1.25981E-10,2.39716E-09,1.79973E-11,1.07984E-10
775.18,2.88594E-10,-2.88752E-10,7.21133E-10,3.06799E-10,9.62508E-11
775.79,-3.61658E-10,-1.44743E-10,1.08444E-09,5.42785E-11,-1.08557E-10
776.39,2.17609E-10,-2.35872E-10,2.4167E-10,7.62049E-10,-4.35457E-10
777.00,-2.18025E-10,9.08935E-11,3.63198E-10,2.54502E-10,-7.27148E-11
777.61,-5.10106E-10,7.29123E-11,-6.06973E-10,-7.29123E-11,-2.18737E-10
778.22,0,-1.27853E-10,9.73109E-10,1.46118E-10,3.28765E-10
778.82,-1.2443E-09,-6.95727E-10,-1.70703E-09,2.38012E-10,3.66172E-11
779.43,5.14034E-10,1.28579E-10,9.78636E-10,9.18422E-11,-1.46948E-10
780.04,-3.67856E-10,-3.1285E-10,-1.22559E-09,-1.2882E-10,-1.34955E-10
780.65,-4.42473E-10,-7.37859E-11,1.71989E-09,1.10679E-10,2.0906E-10
781.25,-1.10789E-09,1.1085E-10,1.10735E-09,-4.61873E-10,4.92665E-11
781.86,2.96223E-10,-1.85241E-11,-8.63563E-10,-7.40964E-11,-7.40964E-11
782.47,-5.93789E-10,-5.56983E-11,-3.70937E-10,9.28305E-11,4.95096E-11
783.08,2.23066E-10,3.71981E-11,-3.34437E-09,-1.67392E-10,8.67957E-11
783.69,1.11786E-09,-9.32063E-11,-3.72439E-10,-9.32063E-11,-2.4855E-11
784.29,5.97422E-10,-5.6039E-11,0,-3.73594E-11,4.98125E-11
784.90,2.24382E-10,5.61263E-11,1.74434E-09,1.87088E-10,4.989E-11
785.51,1.04907E-09,7.49746E-11,1.7476E-09,-3.74873E-11,-9.99662E-11
786.12,-1.4261E-09,1.31424E-10,4.25121E-09,3.37946E-10,5.00661E-11
786.73,-9.02404E-10,1.88104E-11,3.75818E-10,-2.44535E-10,7.52416E-11
787.34,3.76494E-09,0,5.01747E-10,-2.07185E-10,-1.8835E-10
787.94,9.046E-10,-2.07418E-10,-1.75809E-09,1.69706E-10,-2.38845E-10
788.55,-1.05711E-09,-3.77748E-11,6.28928E-10,9.4437E-11,-1.25916E-11
789.16,4.0387E-09,7.48317E-11,9.96723E-10,1.21602E-09,2.49439E-11
789.77,8.29471E-10,0,0,-9.43098E-11,-5.02986E-11
790.38,0,-4.94118E-10,-1.01252E-09,-1.14027E-10,-2.40724E-10
790.99,-2.29467E-10,-2.29593E-10,1.27419E-09,-3.06124E-10,5.10206E-11
791.60,-3.08001E-10,-2.88909E-10,-2.56542E-10,-1.15564E-10,3.85212E-11
792.20,-1.55164E-10,0,-5.29885E-09,-3.88123E-11,2.58749E-11
792.81,2.10774E-09,-3.90536E-10,2.60088E-09,5.85804E-10,9.1125E-11
793.4229238,1.41376E-09,-1.17878E-10,-2.61679E-10,-2.35755E-10,-1.30975E-11
